user_id,signup_date,plan_type,country,industry,acquisition_channel,signup_date_clean
2431,01/12/2024,free,IN,Retail,referral,2024-01-12
2432,2024-07-10,free,CA,Healthcare,referral,2024-07-10
2433,2024-01-05,paid,FR,Tech,organic,2024-01-05
2434,2024-10-25,paid,GB,Tech,unknown,2024-10-25
2435,2024-12-06,free,US,Education,organic,2024-12-06
2436,2024-02-11,free,JP,Education,facebook,2024-02-11
2437,2024-12-17,free,US,Healthcare,facebook,2024-12-17
2438,2024-09-28,paid,CA,Finance,organic,2024-09-28
2439,2024-08-28,free,FR,Retail,organic,2024-08-28
2440,2024-01-04,paid,US,Healthcare,facebook,2024-01-04
2441,21-10-2024,free,FR,Retail,linkedin,2024-10-21
2442,2024-06-13,paid,CA,Manufacturing,facebook,2024-06-13
2443,2024-05-31,paid,CA,Retail,linkedin,2024-05-31
2444,2024-06-25,paid,CA,Education,linkedin,2024-06-25
2445,2024-02-03,free,JP,Education,facebook,2024-02-03
2446,2024-08-08,paid,CA,Finance,google,2024-08-08
2447,2024-12-11,paid,IN,Manufacturing,organic,2024-12-11
2448,13-12-2024,paid,FR,Tech,referral,2024-12-13
2449,2024-09-02,paid,FR,Tech,facebook,2024-09-02
2450,2024-04-07,paid,CA,Manufacturing,unknown,2024-04-07
2451,2024-08-24,paid,AU,Education,linkedin,2024-08-24
2452,2024-08-25,paid,GB,Tech,facebook,2024-08-25
2453,2024-03-12,free,AU,Finance,organic,2024-03-12
2454,2024-08-10,free,CA,Finance,linkedin,2024-08-10
2455,2024-04-04,free,FR,Finance,referral,2024-04-04
2456,2024-05-18,paid,JP,Manufacturing,referral,2024-05-18
2457,2024-10-08,paid,IN,Tech,referral,2024-10-08
2458,2024-03-22,paid,JP,Tech,google,2024-03-22
2459,2024-06-14,free,FR,Tech,linkedin,2024-06-14
2460,09/10/2024,free,AU,Retail,linkedin,2024-09-10
2461,2024-06-22,paid,IN,Education,google,2024-06-22
2462,2024-03-07,paid,DE,Education,linkedin,2024-03-07
2463,2024-07-08,free,FR,Finance,google,2024-07-08
2464,2024-05-06,free,US,Education,facebook,2024-05-06
2465,2024-08-31,paid,JP,Manufacturing,organic,2024-08-31
2466,06-03-2024,free,CA,Manufacturing,referral,2024-03-06
2467,05/01/2024,paid,IN,Finance,google,2024-05-01
2468,2024-02-18,paid,GB,Manufacturing,google,2024-02-18
2469,2024-08-24,paid,IN,Manufacturing,google,2024-08-24
2470,2024-04-08,free,US,Tech,facebook,2024-04-08
2471,2024-01-31,free,FR,Healthcare,google,2024-01-31
2472,2024-11-13,paid,AU,Education,organic,2024-11-13
2473,2024-06-09,free,JP,Manufacturing,organic,2024-06-09
2474,2024-05-31,free,CA,Finance,referral,2024-05-31
2475,2024-05-24,free,AU,Healthcare,facebook,2024-05-24
2476,2024-03-14,paid,JP,Retail,organic,2024-03-14
2477,2024-03-16,free,IN,Manufacturing,linkedin,2024-03-16
2478,2024-06-09,paid,IN,Retail,linkedin,2024-06-09
2479,2024-08-20,paid,CA,Retail,linkedin,2024-08-20
2480,2024-06-16,paid,JP,Education,unknown,2024-06-16
2481,2024-01-14,paid,JP,Retail,google,2024-01-14
2482,2024-01-18,free,DE,Healthcare,unknown,2024-01-18
2483,,free,IN,Education,google,
2484,2024-02-04,free,DE,Education,linkedin,2024-02-04
2485,03-07-2024,paid,AU,Manufacturing,referral,2024-07-03
2486,2024-09-09,paid,IN,Education,referral,2024-09-09
2487,2024-12-21,free,US,Education,google,2024-12-21
2488,2024-05-13,free,GB,Healthcare,linkedin,2024-05-13
2489,2024-12-23,free,GB,Retail,referral,2024-12-23
2490,2024-03-11,paid,DE,Education,google,2024-03-11
2491,2024-05-28,paid,JP,Manufacturing,linkedin,2024-05-28
2492,2024-04-12,paid,CA,Healthcare,facebook,2024-04-12
2493,2024-02-11,free,US,Healthcare,linkedin,2024-02-11
2494,2024-10-01,paid,DE,Healthcare,linkedin,2024-10-01
2495,2024-09-18,paid,AU,Education,organic,2024-09-18
2496,2024-05-13,paid,FR,Finance,organic,2024-05-13
2497,2024-11-29,free,AU,Healthcare,facebook,2024-11-29
2498,07/17/2024,free,US,Education,facebook,2024-07-17
2499,06/01/2024,paid,US,Manufacturing,linkedin,2024-06-01
2500,2024-11-27,paid,JP,Finance,referral,2024-11-27
2501,2024-06-07,paid,DE,Finance,facebook,2024-06-07
2502,2024-07-17,paid,GB,Manufacturing,linkedin,2024-07-17
2503,2024-09-08,free,FR,Finance,google,2024-09-08
2504,01/01/2024,free,US,Retail,organic,2024-01-01
2505,2024-06-04,free,US,Retail,referral,2024-06-04
2506,,free,IN,Tech,linkedin,
2507,2024-07-09,free,FR,Tech,google,2024-07-09
2508,2024-03-02,free,FR,Healthcare,organic,2024-03-02
2509,2024-12-15,paid,IN,Finance,google,2024-12-15
2510,,free,US,Finance,linkedin,
2511,2024-10-23,free,DE,Tech,facebook,2024-10-23
2512,2024-02-02,free,DE,Manufacturing,organic,2024-02-02
2513,2024-01-16,paid,IN,Education,google,2024-01-16
2514,2024-01-07,free,IN,Manufacturing,facebook,2024-01-07
2515,2024-09-02,paid,IN,Manufacturing,referral,2024-09-02
2516,08/17/2024,free,JP,Retail,linkedin,2024-08-17
2517,2024-08-10,free,GB,Education,linkedin,2024-08-10
2518,2024-01-25,paid,DE,Tech,organic,2024-01-25
2519,2024-10-05,paid,AU,Retail,google,2024-10-05
2520,2024-03-15,paid,FR,Education,referral,2024-03-15
2521,2024-07-09,paid,CA,Healthcare,organic,2024-07-09
2522,2024-09-10,paid,JP,Tech,organic,2024-09-10
2523,2024-03-11,paid,GB,Education,google,2024-03-11
2524,2024-12-14,free,GB,Retail,referral,2024-12-14
2525,11/19/2024,free,JP,Healthcare,google,2024-11-19
2526,2024-07-21,free,GB,Manufacturing,linkedin,2024-07-21
2527,2024-09-23,free,AU,Healthcare,facebook,2024-09-23
2528,06-12-2024,paid,US,Manufacturing,linkedin,2024-12-06
2529,2024-07-10,paid,JP,Education,linkedin,2024-07-10
2530,2024-07-27,free,DE,Education,organic,2024-07-27
2531,03/20/2024,free,CA,Healthcare,linkedin,2024-03-20
2532,,free,IN,Education,referral,
2533,2024-02-06,paid,CA,Tech,linkedin,2024-02-06
2534,2024-10-04,free,CA,Healthcare,referral,2024-10-04
2535,,free,JP,Education,google,
2536,2024-12-14,free,FR,Manufacturing,organic,2024-12-14
2537,2024-12-04,paid,CA,Tech,referral,2024-12-04
2538,2024-04-16,paid,FR,Retail,linkedin,2024-04-16
2539,2024-01-22,paid,US,Retail,organic,2024-01-22
2540,2024-05-10,paid,IN,Retail,organic,2024-05-10
2541,2024-08-04,paid,CA,Education,referral,2024-08-04
2542,2024-01-14,free,US,Manufacturing,unknown,2024-01-14
2543,2024-02-17,free,AU,Finance,referral,2024-02-17
2544,2024-06-21,free,IN,Retail,facebook,2024-06-21
2545,12/26/2024,paid,GB,Retail,facebook,2024-12-26
2546,,free,JP,Education,organic,
2547,2024-09-14,paid,CA,Education,facebook,2024-09-14
2548,2024-01-25,paid,IN,Healthcare,linkedin,2024-01-25
2549,05/30/2024,paid,CA,Tech,google,2024-05-30
2550,20-03-2024,paid,GB,Finance,organic,2024-03-20
2551,2024-07-17,free,FR,Retail,google,2024-07-17
2552,,paid,AU,Healthcare,facebook,
2553,2024-09-09,free,GB,Manufacturing,referral,2024-09-09
2554,2024-03-08,free,GB,Healthcare,organic,2024-03-08
2555,2024-12-23,paid,GB,Education,facebook,2024-12-23
2556,2024-08-02,paid,JP,Tech,linkedin,2024-08-02
2557,05/14/2024,paid,IN,Retail,organic,2024-05-14
2558,04-05-2024,free,JP,Healthcare,organic,2024-05-04
2559,2024-10-19,paid,CA,Retail,unknown,2024-10-19
2560,04-02-2024,paid,CA,Retail,referral,2024-02-04
2561,2024-04-28,paid,CA,Retail,organic,2024-04-28
2562,2024-09-18,paid,DE,Education,referral,2024-09-18
2563,06/04/2024,free,AU,Healthcare,facebook,2024-06-04
2564,2024-04-06,free,FR,Healthcare,linkedin,2024-04-06
2565,2024-10-10,free,CA,Education,linkedin,2024-10-10
2566,2024-09-18,paid,FR,Finance,organic,2024-09-18
2567,2024-02-07,paid,CA,Retail,organic,2024-02-07
2568,04/25/2024,paid,AU,Tech,facebook,2024-04-25
2569,2024-07-21,paid,JP,Education,referral,2024-07-21
2570,2024-04-25,paid,DE,Healthcare,linkedin,2024-04-25
2571,2024-11-21,paid,GB,Tech,referral,2024-11-21
2572,2024-08-09,free,GB,Healthcare,facebook,2024-08-09
2573,2024-03-15,paid,GB,Healthcare,linkedin,2024-03-15
2574,11/28/2024,paid,JP,Tech,linkedin,2024-11-28
2575,06/06/2024,paid,US,Manufacturing,google,2024-06-06
2576,2024-12-18,free,CA,Manufacturing,facebook,2024-12-18
2577,2024-12-20,free,US,Retail,unknown,2024-12-20
2578,05/18/2024,free,DE,Manufacturing,facebook,2024-05-18
2579,14-06-2024,paid,JP,Manufacturing,google,2024-06-14
2580,2024-06-20,paid,GB,Education,referral,2024-06-20
2581,2024-12-03,free,DE,Tech,google,2024-12-03
2582,2024-12-17,paid,CA,Tech,facebook,2024-12-17
2583,2024-10-24,paid,FR,Manufacturing,referral,2024-10-24
2584,2024-11-02,free,FR,Finance,linkedin,2024-11-02
2585,2024-07-10,paid,JP,Manufacturing,google,2024-07-10
2586,2024-06-23,paid,US,Manufacturing,referral,2024-06-23
2587,08-10-2024,free,AU,Education,referral,2024-10-08
2588,10-05-2024,paid,AU,Healthcare,referral,2024-05-10
2589,2024-04-11,paid,AU,Healthcare,google,2024-04-11
2933,2024-02-16,paid,GB,Tech,facebook,2024-02-16
2590,2024-08-11,free,DE,Education,unknown,2024-08-11
2591,2024-01-28,free,FR,Healthcare,linkedin,2024-01-28
2592,2024-03-06,paid,DE,Education,referral,2024-03-06
2593,,free,CA,Manufacturing,google,
2594,2024-11-15,free,CA,Education,facebook,2024-11-15
2595,2024-11-05,paid,FR,Education,google,2024-11-05
2596,2024-10-10,free,IN,Manufacturing,google,2024-10-10
2597,2024-11-11,paid,GB,Manufacturing,google,2024-11-11
2598,05/06/2024,paid,AU,Manufacturing,referral,2024-05-06
2599,29-03-2024,free,JP,Healthcare,unknown,2024-03-29
2600,2024-08-10,paid,US,Retail,google,2024-08-10
2601,02/21/2024,paid,US,Retail,facebook,2024-02-21
2602,07/15/2024,free,CA,Manufacturing,referral,2024-07-15
2603,04/15/2024,paid,US,Retail,facebook,2024-04-15
2604,,paid,CA,Finance,organic,
2605,2024-07-09,paid,FR,Tech,google,2024-07-09
2606,2024-04-16,paid,GB,Education,referral,2024-04-16
2607,2024-04-28,free,CA,Healthcare,referral,2024-04-28
2608,2024-05-04,free,US,Tech,google,2024-05-04
2609,2024-07-03,paid,CA,Tech,linkedin,2024-07-03
2610,2024-05-10,paid,FR,Finance,linkedin,2024-05-10
2611,04/22/2024,free,FR,Retail,facebook,2024-04-22
2612,2024-07-05,free,AU,Manufacturing,google,2024-07-05
2613,2024-10-10,paid,CA,Manufacturing,unknown,2024-10-10
2614,03/13/2024,free,US,Manufacturing,google,2024-03-13
2615,2024-03-26,free,DE,Retail,organic,2024-03-26
2616,,free,GB,Manufacturing,linkedin,
2617,08/04/2024,free,CA,Manufacturing,linkedin,2024-08-04
2618,2024-02-04,free,CA,Tech,google,2024-02-04
2619,2024-08-24,free,FR,Manufacturing,facebook,2024-08-24
2620,2024-04-05,free,IN,Retail,google,2024-04-05
2621,2024-05-19,free,JP,Manufacturing,facebook,2024-05-19
2622,2024-01-25,free,DE,Healthcare,unknown,2024-01-25
2623,2024-10-20,paid,JP,Healthcare,linkedin,2024-10-20
2624,2024-12-31,free,IN,Education,organic,2024-12-31
2625,2024-03-10,paid,FR,Retail,referral,2024-03-10
2626,2024-10-08,paid,DE,Finance,linkedin,2024-10-08
2627,2024-06-30,paid,GB,Manufacturing,facebook,2024-06-30
2628,2024-07-27,free,CA,Healthcare,google,2024-07-27
2629,03-11-2024,free,IN,Manufacturing,linkedin,2024-11-03
2630,2024-07-14,paid,US,Retail,organic,2024-07-14
2631,2024-01-09,free,IN,Finance,facebook,2024-01-09
2632,2024-03-12,free,GB,Tech,google,2024-03-12
2633,,paid,AU,Manufacturing,referral,
2634,2024-08-26,free,JP,Manufacturing,facebook,2024-08-26
2635,2024-01-27,free,JP,Retail,google,2024-01-27
2636,2024-06-28,paid,GB,Tech,referral,2024-06-28
2637,06/30/2024,free,FR,Education,google,2024-06-30
2638,2024-06-18,free,GB,Manufacturing,referral,2024-06-18
2639,2024-03-15,free,US,Tech,referral,2024-03-15
2640,2024-11-18,paid,CA,Retail,referral,2024-11-18
2641,2024-08-23,paid,DE,Retail,google,2024-08-23
2642,2024-10-26,paid,IN,Healthcare,referral,2024-10-26
2643,2024-01-19,free,GB,Finance,facebook,2024-01-19
2644,2024-07-12,paid,JP,Manufacturing,organic,2024-07-12
2645,2024-04-10,paid,JP,Manufacturing,organic,2024-04-10
2646,,free,CA,Manufacturing,referral,
2647,2024-04-09,free,AU,Manufacturing,organic,2024-04-09
2648,10-05-2024,free,AU,Manufacturing,organic,2024-05-10
2649,2024-05-15,free,FR,Healthcare,referral,2024-05-15
2650,25-03-2024,free,CA,Healthcare,referral,2024-03-25
2651,2024-06-24,paid,AU,Retail,facebook,2024-06-24
2652,10/07/2024,paid,AU,Finance,linkedin,2024-10-07
2653,2024-09-26,paid,JP,Tech,google,2024-09-26
2654,2024-05-05,paid,AU,Tech,referral,2024-05-05
2655,2024-09-17,paid,GB,Retail,referral,2024-09-17
2656,06/02/2024,free,IN,Retail,organic,2024-06-02
2657,04/22/2024,free,DE,Tech,facebook,2024-04-22
2658,2024-09-15,paid,US,Education,organic,2024-09-15
2659,2024-02-11,free,DE,Finance,referral,2024-02-11
2660,2024-01-30,free,DE,Retail,referral,2024-01-30
2661,2024-01-16,paid,FR,Tech,organic,2024-01-16
2662,08-09-2024,free,CA,Retail,referral,2024-09-08
2663,2024-04-30,free,AU,Tech,linkedin,2024-04-30
2664,2024-06-16,free,US,Retail,google,2024-06-16
2665,2024-01-05,free,GB,Finance,google,2024-01-05
2666,2024-01-27,free,CA,Retail,google,2024-01-27
2667,2024-07-06,paid,DE,Finance,linkedin,2024-07-06
2668,2024-01-21,free,IN,Retail,referral,2024-01-21
2669,12-02-2024,free,GB,Education,organic,2024-02-12
2670,2024-09-08,free,US,Finance,facebook,2024-09-08
2671,2024-02-03,free,FR,Manufacturing,referral,2024-02-03
2672,2024-09-20,paid,AU,Healthcare,linkedin,2024-09-20
2673,2024-06-22,paid,GB,Education,linkedin,2024-06-22
2674,2024-06-05,paid,GB,Retail,google,2024-06-05
2675,2024-04-30,paid,IN,Healthcare,referral,2024-04-30
2676,2024-03-17,free,FR,Healthcare,google,2024-03-17
2677,2024-03-16,free,FR,Finance,facebook,2024-03-16
2678,2024-06-19,paid,CA,Education,google,2024-06-19
2679,2024-11-25,paid,DE,Retail,facebook,2024-11-25
2680,2024-08-30,paid,JP,Finance,linkedin,2024-08-30
2681,2024-01-26,paid,GB,Tech,google,2024-01-26
2682,2024-09-11,paid,FR,Healthcare,google,2024-09-11
2683,2024-06-16,paid,CA,Tech,organic,2024-06-16
2684,2024-04-04,paid,US,Healthcare,linkedin,2024-04-04
2685,2024-06-20,free,US,Finance,organic,2024-06-20
2686,22-05-2024,paid,JP,Manufacturing,facebook,2024-05-22
2687,2024-11-19,paid,FR,Education,facebook,2024-11-19
2688,,free,IN,Manufacturing,linkedin,
2689,2024-12-14,paid,AU,Tech,facebook,2024-12-14
2690,27-09-2024,free,FR,Education,linkedin,2024-09-27
2691,2024-01-21,paid,JP,Manufacturing,facebook,2024-01-21
2692,2024-08-21,paid,US,Healthcare,referral,2024-08-21
2693,2024-02-02,paid,GB,Retail,google,2024-02-02
2694,06/10/2024,paid,GB,Tech,referral,2024-06-10
2695,01/20/2024,paid,IN,Manufacturing,linkedin,2024-01-20
2696,2024-09-28,paid,CA,Tech,linkedin,2024-09-28
2697,2024-08-08,paid,DE,Healthcare,referral,2024-08-08
2698,06-10-2024,free,FR,Tech,google,2024-10-06
2699,2024-11-23,free,GB,Education,google,2024-11-23
2700,2024-04-19,free,US,Retail,organic,2024-04-19
2701,2024-07-18,free,CA,Healthcare,facebook,2024-07-18
2702,2024-02-10,paid,GB,Retail,organic,2024-02-10
2703,2024-05-12,paid,AU,Finance,google,2024-05-12
2704,2024-08-06,free,FR,Healthcare,referral,2024-08-06
2705,2024-10-04,free,JP,Healthcare,facebook,2024-10-04
2706,02-01-2024,paid,FR,Education,referral,2024-01-02
2707,2024-08-19,paid,DE,Manufacturing,organic,2024-08-19
2708,2024-12-08,paid,CA,Finance,linkedin,2024-12-08
2709,07/17/2024,paid,US,Education,referral,2024-07-17
2710,,free,FR,Tech,organic,
2711,2024-06-24,free,US,Healthcare,unknown,2024-06-24
2712,2024-11-19,paid,JP,Manufacturing,organic,2024-11-19
2713,2024-09-19,free,JP,Manufacturing,organic,2024-09-19
2714,2024-09-04,free,DE,Manufacturing,linkedin,2024-09-04
2715,02-12-2024,paid,GB,Tech,linkedin,2024-12-02
2716,2024-07-07,paid,US,Education,linkedin,2024-07-07
2717,,paid,FR,Tech,facebook,
2718,04-01-2024,free,FR,Manufacturing,linkedin,2024-01-04
2719,2024-10-31,free,US,Manufacturing,linkedin,2024-10-31
2720,2024-10-09,free,CA,Healthcare,linkedin,2024-10-09
2721,2024-06-08,free,CA,Tech,referral,2024-06-08
2722,,free,US,Healthcare,linkedin,
2723,13-07-2024,paid,AU,Manufacturing,facebook,2024-07-13
2724,2024-07-05,paid,AU,Finance,organic,2024-07-05
2725,,paid,DE,Tech,referral,
2726,11-03-2024,free,FR,Retail,google,2024-03-11
2727,2024-05-15,free,JP,Education,linkedin,2024-05-15
2728,10/25/2024,paid,FR,Healthcare,organic,2024-10-25
2729,2024-10-08,free,CA,Manufacturing,organic,2024-10-08
2730,10/22/2024,paid,GB,Education,referral,2024-10-22
2731,2024-01-21,free,FR,Healthcare,google,2024-01-21
2732,2024-01-27,free,IN,Manufacturing,facebook,2024-01-27
2733,2024-01-22,free,DE,Manufacturing,unknown,2024-01-22
2734,10/14/2024,paid,DE,Manufacturing,organic,2024-10-14
2735,2024-10-18,free,DE,Healthcare,organic,2024-10-18
2736,2024-12-28,free,CA,Finance,organic,2024-12-28
2737,,paid,DE,Healthcare,organic,
2738,2024-04-06,paid,GB,Education,referral,2024-04-06
2739,2024-07-17,paid,DE,Finance,google,2024-07-17
2740,2024-10-29,paid,DE,Education,organic,2024-10-29
2741,2024-03-04,paid,GB,Finance,facebook,2024-03-04
2742,2024-07-26,free,US,Finance,facebook,2024-07-26
2743,2024-11-24,free,IN,Healthcare,linkedin,2024-11-24
2744,28-04-2024,free,JP,Manufacturing,organic,2024-04-28
2745,2024-04-21,free,JP,Manufacturing,organic,2024-04-21
2746,02/26/2024,free,US,Finance,organic,2024-02-26
2747,2024-04-15,free,AU,Finance,organic,2024-04-15
2748,2024-07-29,paid,JP,Manufacturing,organic,2024-07-29
2749,2024-11-21,free,CA,Manufacturing,facebook,2024-11-21
2750,2024-12-05,paid,CA,Healthcare,google,2024-12-05
2751,,free,AU,Finance,google,
2752,2024-02-01,paid,US,Healthcare,linkedin,2024-02-01
2753,2024-07-30,paid,GB,Education,facebook,2024-07-30
2754,2024-01-08,free,IN,Education,organic,2024-01-08
2755,2024-06-04,paid,CA,Tech,google,2024-06-04
2756,2024-05-18,free,FR,Manufacturing,referral,2024-05-18
2757,2024-11-26,free,FR,Manufacturing,referral,2024-11-26
2758,2024-07-08,paid,US,Finance,unknown,2024-07-08
2759,2024-06-07,free,DE,Finance,referral,2024-06-07
2760,05/09/2024,free,GB,Education,organic,2024-05-09
2761,2024-09-27,paid,CA,Tech,organic,2024-09-27
2762,2024-08-02,free,AU,Manufacturing,linkedin,2024-08-02
2763,2024-02-25,paid,AU,Finance,linkedin,2024-02-25
2764,2024-05-19,paid,CA,Retail,linkedin,2024-05-19
2765,2024-11-15,free,CA,Manufacturing,referral,2024-11-15
2766,2024-05-03,paid,GB,Education,organic,2024-05-03
2767,,free,FR,Education,referral,
2768,2024-01-23,free,IN,Healthcare,unknown,2024-01-23
2769,2024-10-07,free,JP,Retail,linkedin,2024-10-07
2770,2024-01-19,paid,IN,Manufacturing,organic,2024-01-19
2771,2024-11-25,free,GB,Healthcare,facebook,2024-11-25
2772,2024-05-01,paid,AU,Tech,google,2024-05-01
2773,18-11-2024,paid,US,Finance,google,2024-11-18
2774,2024-03-26,free,AU,Education,linkedin,2024-03-26
2775,2024-04-20,free,FR,Healthcare,referral,2024-04-20
2776,27-04-2024,paid,FR,Manufacturing,facebook,2024-04-27
2777,2024-07-01,free,US,Manufacturing,organic,2024-07-01
2778,2024-11-17,free,IN,Manufacturing,referral,2024-11-17
2779,2024-04-29,free,US,Education,linkedin,2024-04-29
2780,2024-05-31,free,CA,Tech,referral,2024-05-31
2781,2024-03-01,paid,FR,Education,linkedin,2024-03-01
2782,06/02/2024,free,IN,Retail,google,2024-06-02
2783,2024-01-04,free,GB,Tech,unknown,2024-01-04
2784,2024-08-03,free,CA,Manufacturing,google,2024-08-03
2785,2024-02-25,free,IN,Manufacturing,referral,2024-02-25
2786,2024-12-31,paid,US,Healthcare,facebook,2024-12-31
2787,2024-10-31,paid,DE,Healthcare,organic,2024-10-31
2788,2024-08-15,free,DE,Education,linkedin,2024-08-15
2789,2024-01-11,paid,US,Education,organic,2024-01-11
2790,2024-02-29,free,GB,Manufacturing,google,2024-02-29
2791,30-09-2024,paid,FR,Healthcare,facebook,2024-09-30
2792,2024-10-24,free,JP,Education,facebook,2024-10-24
2793,2024-04-28,free,DE,Tech,organic,2024-04-28
2794,10/05/2024,free,US,Manufacturing,google,2024-10-05
2795,2024-02-17,free,FR,Retail,organic,2024-02-17
2796,,free,US,Manufacturing,referral,
2797,2024-04-22,free,FR,Education,facebook,2024-04-22
2798,2024-08-04,paid,JP,Tech,facebook,2024-08-04
2799,21-05-2024,free,GB,Retail,referral,2024-05-21
2800,2024-12-06,free,CA,Retail,google,2024-12-06
2801,2024-11-22,free,CA,Finance,facebook,2024-11-22
2802,2024-02-20,paid,IN,Manufacturing,linkedin,2024-02-20
2803,2024-11-05,paid,DE,Manufacturing,unknown,2024-11-05
2804,2024-02-28,paid,DE,Finance,linkedin,2024-02-28
2805,2024-02-13,paid,US,Manufacturing,google,2024-02-13
2806,2024-02-09,paid,JP,Manufacturing,referral,2024-02-09
2807,2024-01-22,paid,FR,Tech,organic,2024-01-22
2808,,free,FR,Tech,google,
2809,2024-05-05,free,US,Retail,organic,2024-05-05
2810,2024-05-20,free,US,Tech,google,2024-05-20
2811,2024-05-17,paid,US,Education,linkedin,2024-05-17
2812,,free,JP,Retail,referral,
2813,2024-01-22,paid,DE,Education,linkedin,2024-01-22
2814,2024-05-03,paid,GB,Retail,referral,2024-05-03
2815,2024-01-09,free,GB,Tech,organic,2024-01-09
2816,05/17/2024,paid,AU,Healthcare,google,2024-05-17
2817,03/04/2024,free,US,Healthcare,unknown,2024-03-04
2818,12-05-2024,paid,DE,Manufacturing,facebook,2024-05-12
2819,2024-05-07,free,FR,Manufacturing,facebook,2024-05-07
2820,2024-07-23,free,DE,Manufacturing,referral,2024-07-23
2821,2024-11-12,paid,AU,Tech,referral,2024-11-12
2822,2024-01-11,free,FR,Tech,linkedin,2024-01-11
2823,2024-09-27,paid,DE,Retail,unknown,2024-09-27
2824,01/21/2024,paid,US,Manufacturing,facebook,2024-01-21
2825,2024-07-10,free,JP,Retail,linkedin,2024-07-10
2826,2024-04-27,free,CA,Manufacturing,organic,2024-04-27
2827,2024-01-12,paid,GB,Manufacturing,facebook,2024-01-12
2828,2024-05-28,free,CA,Tech,organic,2024-05-28
2829,2024-07-07,free,JP,Tech,google,2024-07-07
2830,2024-03-09,free,JP,Retail,linkedin,2024-03-09
2831,2024-01-20,paid,DE,Healthcare,referral,2024-01-20
2832,2024-04-20,paid,DE,Education,facebook,2024-04-20
2833,2024-05-11,free,CA,Healthcare,linkedin,2024-05-11
2834,03/13/2024,paid,JP,Manufacturing,referral,2024-03-13
2835,2024-03-04,free,DE,Tech,google,2024-03-04
2836,2024-11-19,free,CA,Healthcare,facebook,2024-11-19
2837,2024-04-25,free,IN,Tech,organic,2024-04-25
2838,12-02-2024,paid,JP,Finance,google,2024-02-12
2839,2024-02-18,paid,GB,Manufacturing,referral,2024-02-18
2840,09/25/2024,free,FR,Manufacturing,facebook,2024-09-25
2841,14-01-2024,free,FR,Education,facebook,2024-01-14
2842,2024-02-27,free,DE,Education,google,2024-02-27
2843,2024-06-19,paid,AU,Tech,facebook,2024-06-19
2844,2024-11-01,paid,US,Manufacturing,referral,2024-11-01
2845,2024-12-14,paid,CA,Tech,google,2024-12-14
2846,2024-02-09,free,IN,Healthcare,organic,2024-02-09
2847,2024-10-21,free,FR,Manufacturing,google,2024-10-21
2848,2024-09-01,free,US,Healthcare,google,2024-09-01
2849,21-03-2024,free,AU,Finance,organic,2024-03-21
2850,2024-05-20,free,CA,Retail,referral,2024-05-20
2851,2024-12-22,free,IN,Education,linkedin,2024-12-22
2852,01/22/2024,paid,AU,Tech,linkedin,2024-01-22
2853,2024-07-21,free,CA,Tech,organic,2024-07-21
2854,2024-02-29,free,JP,Healthcare,referral,2024-02-29
2855,2024-01-29,paid,US,Education,facebook,2024-01-29
2856,02/15/2024,paid,CA,Education,organic,2024-02-15
2857,2024-02-07,free,IN,Tech,linkedin,2024-02-07
2858,05/10/2024,paid,AU,Tech,referral,2024-05-10
2859,2024-08-11,paid,AU,Finance,google,2024-08-11
2860,25-11-2024,paid,DE,Healthcare,referral,2024-11-25
2861,2024-01-21,free,US,Finance,referral,2024-01-21
2862,2024-04-09,free,IN,Education,linkedin,2024-04-09
2864,2024-01-28,free,GB,Healthcare,linkedin,2024-01-28
2865,2024-09-16,free,GB,Healthcare,facebook,2024-09-16
2866,03-04-2024,paid,DE,Finance,facebook,2024-04-03
2867,2024-03-25,paid,FR,Healthcare,organic,2024-03-25
2868,07/11/2024,paid,IN,Manufacturing,google,2024-07-11
2869,2024-05-31,paid,GB,Education,facebook,2024-05-31
2870,2024-05-07,paid,FR,Education,linkedin,2024-05-07
2871,2024-06-07,free,GB,Healthcare,referral,2024-06-07
2872,2024-02-25,free,CA,Education,organic,2024-02-25
2873,2024-08-08,free,FR,Retail,facebook,2024-08-08
2874,12-01-2024,paid,GB,Finance,referral,2024-01-12
2875,01-08-2024,paid,DE,Finance,referral,2024-08-01
2876,2024-06-07,free,IN,Education,unknown,2024-06-07
2877,2024-06-15,paid,DE,Healthcare,facebook,2024-06-15
2878,2024-09-23,free,GB,Manufacturing,google,2024-09-23
2879,25-06-2024,free,FR,Retail,google,2024-06-25
2880,2024-10-16,free,US,Tech,unknown,2024-10-16
2881,2024-07-02,paid,FR,Finance,unknown,2024-07-02
2882,2024-07-14,free,CA,Finance,organic,2024-07-14
2883,,paid,GB,Healthcare,google,
2884,12/17/2024,paid,GB,Tech,organic,2024-12-17
2885,2024-03-02,paid,US,Finance,unknown,2024-03-02
2886,2024-05-03,paid,AU,Healthcare,linkedin,2024-05-03
2887,01/16/2024,free,DE,Manufacturing,facebook,2024-01-16
2888,,paid,FR,Finance,referral,
2889,2024-07-18,paid,US,Manufacturing,organic,2024-07-18
2890,2024-02-11,paid,AU,Manufacturing,unknown,2024-02-11
2891,,free,AU,Finance,google,
2892,2024-02-11,paid,JP,Finance,organic,2024-02-11
2893,03/31/2024,paid,CA,Education,organic,2024-03-31
2894,2024-03-14,paid,DE,Healthcare,google,2024-03-14
2895,,paid,GB,Manufacturing,google,
2896,2024-03-24,free,GB,Healthcare,facebook,2024-03-24
