user_id,plan_start_date,plan_end_date,churned,mrr,plan_start_clean,plan_end_clean
2439,2024-01-30,,N,0,2024-01-30,
2440,2024-01-02,04/26/2025,Y,99,2024-01-02,2025-04-26
2441,2024-01-19,2025-05-13,Y,0,2024-01-19,2025-05-13
2442,2024-01-22,,Y,29,2024-01-22,
2443,2024-01-08,04/02/2025,Y,59,2024-01-08,2025-04-02
2444,2024-01-21,2024-05-20,N,79,2024-01-21,2024-05-20
2445,2024-01-03,10/29/2024,Y,0,2024-01-03,2024-10-29
2446,2024-01-18,2025-03-13,Y,29,2024-01-18,2025-03-13
2447,2024-01-31,11/26/2024,Y,39,2024-01-31,2024-11-26
2448,2024-01-14,2024-07-12,N,49,2024-01-14,2024-07-12
2449,2024-01-04,05/28/2025,N,79,2024-01-04,2025-05-28
2450,2024-01-23,2025-10-14,N,149,2024-01-23,2025-10-14
2451,2024-01-26,02/19/2025,N,79,2024-01-26,2025-02-19
2453,2024-01-12,05/06/2025,N,0,2024-01-12,2025-05-06
2454,2024-01-24,08/16/2025,N,0,2024-01-24,2025-08-16
2455,2024-01-14,2024-11-09,Y,149,2024-01-14,2024-11-09
2456,2024-01-19,2024-08-16,Y,149,2024-01-19,2024-08-16
2457,2024-01-01,12/21/2025,N,49,2024-01-01,2025-12-21
2458,2024-01-02,02/25/2025,Y,99,2024-01-02,2025-02-25
2460,2024-01-01,,Y,0,2024-01-01,
2461,2024-01-02,,N,39,2024-01-02,
2462,2024-01-08,,N,29,2024-01-08,
2463,2024-01-06,,Y,0,2024-01-06,
2464,2024-01-26,10/17/2025,Y,0,2024-01-26,2025-10-17
2465,2024-01-23,2024-04-22,Y,99,2024-01-23,2024-04-22
2466,2024-01-17,05/16/2024,Y,0,2024-01-17,2024-05-16
2467,2024-01-24,08/16/2025,N,39,2024-01-24,2025-08-16
2468,2024-01-13,2025-04-07,Y,149,2024-01-13,2025-04-07
2469,2024-01-29,2025-02-22,Y,99,2024-01-29,2025-02-22
2470,2024-01-20,2025-10-11,N,0,2024-01-20,2025-10-11
2471,2024-01-27,,N,0,2024-01-27,
2472,2024-01-09,,N,149,2024-01-09,
2473,2024-01-18,2025-08-10,Y,0,2024-01-18,2025-08-10
2474,,2025-01-25,N,0,,2025-01-25
2475,2024-01-21,02/14/2025,N,0,2024-01-21,2025-02-14
2476,2024-01-21,2025-02-14,N,49,2024-01-21,2025-02-14
2477,2024-01-30,,Y,0,2024-01-30,
2478,2024-01-16,2024-05-15,Y,59,2024-01-16,2024-05-15
2479,2024-01-04,2025-04-28,Y,39,2024-01-04,2025-04-28
2480,2024-01-29,02/22/2025,N,39,2024-01-29,2025-02-22
2481,2024-01-25,2026-01-14,N,29,2024-01-25,2026-01-14
2482,2024-01-15,01/04/2026,Y,0,2024-01-15,2026-01-04
2483,,,N,0,,
2484,2024-01-07,2025-07-30,N,0,2024-01-07,2025-07-30
2485,2024-01-25,02/18/2025,Y,79,2024-01-25,2025-02-18
2486,2024-01-02,05/26/2025,N,49,2024-01-02,2025-05-26
2487,2024-01-10,,Y,0,2024-01-10,
2488,2024-01-22,2024-06-20,N,0,2024-01-22,2024-06-20
2489,2024-01-25,,N,0,2024-01-25,
2490,2024-01-03,04/02/2024,N,59,2024-01-03,2024-04-02
2491,2024-01-17,01/11/2025,Y,29,2024-01-17,2025-01-11
2492,2024-01-21,2024-08-18,Y,149,2024-01-21,2024-08-18
2493,2024-01-31,08/23/2025,Y,0,2024-01-31,2025-08-23
2494,2024-01-26,05/20/2025,Y,79,2024-01-26,2025-05-20
2495,2024-01-28,2025-11-18,N,99,2024-01-28,2025-11-18
2496,2024-01-28,,N,29,2024-01-28,
2497,,2024-05-30,N,0,,2024-05-30
2498,2024-01-11,,N,0,2024-01-11,
2499,2024-01-03,07/31/2024,Y,79,2024-01-03,2024-07-31
2500,2024-01-21,06/19/2024,N,29,2024-01-21,2024-06-19
2501,2024-01-19,2025-01-13,N,149,2024-01-19,2025-01-13
2502,2024-01-12,,N,49,2024-01-12,
2503,2024-01-18,07/11/2025,N,0,2024-01-18,2025-07-11
2504,2024-01-05,,N,0,2024-01-05,
2505,2024-01-27,,N,0,2024-01-27,
2506,,10/22/2025,Y,0,,2025-10-22
2507,2024-01-15,,N,0,2024-01-15,
2508,2024-01-23,,N,0,2024-01-23,
2509,2024-01-06,2025-01-30,N,99,2024-01-06,2025-01-30
2510,2024-01-05,2025-05-29,N,0,2024-01-05,2025-05-29
2511,2024-01-31,,Y,0,2024-01-31,
2512,2024-01-27,,N,0,2024-01-27,
2513,2024-01-12,,N,149,2024-01-12,
2514,2024-01-19,,N,0,2024-01-19,
2515,2024-01-04,09/30/2024,Y,59,2024-01-04,2024-09-30
2516,2024-01-13,,N,0,2024-01-13,
2517,2024-01-03,2025-01-27,N,0,2024-01-03,2025-01-27
2518,2024-01-08,08/30/2025,Y,29,2024-01-08,2025-08-30
2519,2024-01-01,2024-06-29,N,59,2024-01-01,2024-06-29
2520,2024-01-07,,N,79,2024-01-07,
2521,2024-01-08,,Y,29,2024-01-08,
2522,2024-01-27,04/26/2024,Y,59,2024-01-27,2024-04-26
2523,2024-01-28,2025-09-19,Y,49,2024-01-28,2025-09-19
2524,2024-01-17,2025-08-09,N,0,2024-01-17,2025-08-09
2525,2024-01-13,,N,0,2024-01-13,
2526,,07/29/2024,N,0,,2024-07-29
2527,2024-01-21,,N,99,2024-01-21,
2528,,2024-09-27,N,49,,2024-09-27
2529,2024-01-23,,Y,59,2024-01-23,
2530,2024-01-06,,N,0,2024-01-06,
2531,2024-01-30,2025-08-22,Y,0,2024-01-30,2025-08-22
2532,2024-01-16,2025-02-09,Y,0,2024-01-16,2025-02-09
2533,2024-01-22,,Y,49,2024-01-22,
2534,2024-01-12,2025-01-06,Y,0,2024-01-12,2025-01-06
2535,2024-01-30,2025-07-23,Y,0,2024-01-30,2025-07-23
2536,2024-01-18,08/10/2025,N,0,2024-01-18,2025-08-10
2537,2024-01-24,04/18/2025,N,149,2024-01-24,2025-04-18
2538,2024-01-12,12/02/2025,N,49,2024-01-12,2025-12-02
2539,,,Y,39,,
2540,2024-01-16,2024-10-12,N,39,2024-01-16,2024-10-12
2541,2024-01-25,,Y,59,2024-01-25,
2542,2024-01-20,2025-08-12,Y,0,2024-01-20,2025-08-12
2543,2024-01-05,,N,0,2024-01-05,
2544,2024-01-11,2025-05-05,Y,0,2024-01-11,2025-05-05
2545,2024-01-29,2025-09-20,N,39,2024-01-29,2025-09-20
2546,,2024-08-28,Y,0,,2024-08-28
2547,2024-01-18,2025-08-10,Y,59,2024-01-18,2025-08-10
2548,2024-01-24,07/22/2024,Y,79,2024-01-24,2024-07-22
2549,2024-01-23,2025-08-15,N,29,2024-01-23,2025-08-15
2550,2024-01-19,10/10/2025,Y,39,2024-01-19,2025-10-10
2551,,,Y,0,,
2552,2024-01-14,2025-06-07,N,29,2024-01-14,2025-06-07
2553,2024-01-02,,Y,0,2024-01-02,
2554,2024-01-15,,N,0,2024-01-15,
2555,2024-01-05,09/01/2024,N,99,2024-01-05,2024-09-01
2556,2024-01-08,2025-01-02,Y,99,2024-01-08,2025-01-02
2557,2024-01-04,2024-09-30,Y,149,2024-01-04,2024-09-30
2558,2024-01-16,2025-04-10,N,0,2024-01-16,2025-04-10
2559,2024-01-16,06/14/2024,N,99,2024-01-16,2024-06-14
2560,2024-01-29,,N,29,2024-01-29,
2561,2024-01-22,2024-07-20,N,29,2024-01-22,2024-07-20
2562,2024-01-14,12/09/2024,N,59,2024-01-14,2024-12-09
2563,,09/27/2024,N,0,,2024-09-27
2564,2024-01-29,,Y,0,2024-01-29,
2565,2024-01-19,11/09/2025,N,0,2024-01-19,2025-11-09
2566,,05/30/2024,N,49,,2024-05-30
2567,2024-01-22,07/20/2024,Y,79,2024-01-22,2024-07-20
2568,2024-01-15,,N,39,2024-01-15,
2569,2024-01-14,,N,49,2024-01-14,
2570,2024-01-05,10/31/2024,N,149,2024-01-05,2024-10-31
2571,2024-01-17,07/15/2024,Y,39,2024-01-17,2024-07-15
2572,2024-01-24,2025-01-18,N,0,2024-01-24,2025-01-18
2573,2024-01-28,2025-06-21,Y,79,2024-01-28,2025-06-21
2574,2024-01-17,01/06/2026,N,59,2024-01-17,2026-01-06
2575,2024-01-21,2024-06-19,N,39,2024-01-21,2024-06-19
2576,2024-01-14,,N,0,2024-01-14,
2577,2024-01-09,,Y,0,2024-01-09,
2578,2024-01-15,01/09/2025,N,0,2024-01-15,2025-01-09
2579,2024-01-30,,Y,39,2024-01-30,
2580,2024-01-17,,N,29,2024-01-17,
2581,2024-01-21,2026-01-10,Y,0,2024-01-21,2026-01-10
2582,2024-01-06,03/31/2025,N,49,2024-01-06,2025-03-31
2583,2024-01-26,2025-11-16,Y,39,2024-01-26,2025-11-16
2584,2024-01-31,,Y,0,2024-01-31,
2585,2024-01-29,2024-06-27,N,99,2024-01-29,2024-06-27
2586,2024-01-05,2025-06-28,N,49,2024-01-05,2025-06-28
2587,2024-01-29,03/24/2025,N,79,2024-01-29,2025-03-24
2588,2024-01-08,,Y,29,2024-01-08,
2589,2024-01-28,,N,59,2024-01-28,
2590,2024-01-13,,Y,0,2024-01-13,
2591,2024-01-04,2025-04-28,Y,0,2024-01-04,2025-04-28
2592,2024-01-22,,Y,39,2024-01-22,
2593,2024-01-31,02/24/2025,Y,0,2024-01-31,2025-02-24
2594,2024-01-28,08/25/2024,N,0,2024-01-28,2024-08-25
2595,2024-01-02,2024-10-28,Y,59,2024-01-02,2024-10-28
2596,2024-01-18,,Y,0,2024-01-18,
2597,2024-01-01,,Y,59,2024-01-01,
2598,2024-01-31,2025-05-25,N,59,2024-01-31,2025-05-25
2599,2024-01-21,04/15/2025,N,0,2024-01-21,2025-04-15
2600,2024-01-04,,Y,149,2024-01-04,
2601,,11/21/2025,N,59,,2025-11-21
2602,2024-01-19,2025-08-11,Y,0,2024-01-19,2025-08-11
2603,2024-01-25,04/24/2024,N,49,2024-01-25,2024-04-24
2604,2024-01-25,,Y,79,2024-01-25,
2605,2024-01-21,,N,99,2024-01-21,
2606,2024-01-16,2024-10-12,N,59,2024-01-16,2024-10-12
2607,2024-01-14,,N,0,2024-01-14,
2608,2024-01-17,2025-04-11,N,0,2024-01-17,2025-04-11
2609,2024-01-06,10/27/2025,N,49,2024-01-06,2025-10-27
2610,2024-01-01,07/24/2025,N,29,2024-01-01,2025-07-24
2611,2024-01-17,,N,0,2024-01-17,
2612,2024-01-31,03/26/2025,N,0,2024-01-31,2025-03-26
2613,2024-01-16,05/15/2024,N,49,2024-01-16,2024-05-15
2614,2024-01-13,11/08/2024,Y,0,2024-01-13,2024-11-08
2615,2024-01-15,11/10/2024,Y,0,2024-01-15,2024-11-10
2616,2024-01-05,03/30/2025,Y,0,2024-01-05,2025-03-30
2617,2024-01-22,08/14/2025,N,0,2024-01-22,2025-08-14
2618,2024-01-26,,N,0,2024-01-26,
2619,2024-01-29,2025-02-22,Y,0,2024-01-29,2025-02-22
2620,2024-01-19,2024-12-14,Y,99,2024-01-19,2024-12-14
2621,2024-01-14,01/03/2026,N,0,2024-01-14,2026-01-03
2622,2024-01-12,,N,0,2024-01-12,
2623,2024-01-20,,N,59,2024-01-20,
2624,2024-01-27,2024-12-22,Y,0,2024-01-27,2024-12-22
2625,2024-01-14,2024-12-09,N,39,2024-01-14,2024-12-09
2626,2024-01-27,2024-08-24,N,59,2024-01-27,2024-08-24
2627,2024-01-09,02/02/2025,Y,79,2024-01-09,2025-02-02
2628,,2024-04-30,Y,0,,2024-04-30
2629,2024-01-07,,N,0,2024-01-07,
2630,2024-01-11,03/06/2025,N,79,2024-01-11,2025-03-06
2631,2024-01-29,2024-07-27,N,0,2024-01-29,2024-07-27
2632,2024-01-02,2025-12-22,Y,0,2024-01-02,2025-12-22
2633,2024-01-21,08/13/2025,Y,79,2024-01-21,2025-08-13
2634,2024-01-01,04/25/2025,Y,0,2024-01-01,2025-04-25
2635,2024-01-10,,Y,0,2024-01-10,
2636,2024-01-29,2024-11-24,N,59,2024-01-29,2024-11-24
2637,2024-01-14,2024-08-11,Y,0,2024-01-14,2024-08-11
2638,2024-01-20,2024-06-18,N,0,2024-01-20,2024-06-18
2639,2024-01-23,05/17/2025,Y,0,2024-01-23,2025-05-17
2640,2024-01-16,10/07/2025,Y,99,2024-01-16,2025-10-07
2641,2024-01-13,01/07/2025,N,59,2024-01-13,2025-01-07
2642,2024-01-10,2025-04-04,Y,99,2024-01-10,2025-04-04
2643,2024-01-28,2024-08-25,Y,0,2024-01-28,2024-08-25
2644,2024-01-13,,Y,39,2024-01-13,
2645,2024-01-03,2024-10-29,N,29,2024-01-03,2024-10-29
2646,2024-01-13,12/03/2025,Y,0,2024-01-13,2025-12-03
2647,2024-01-22,2024-08-19,Y,0,2024-01-22,2024-08-19
2648,2024-01-31,2025-11-21,N,0,2024-01-31,2025-11-21
2649,2024-01-22,01/11/2026,N,0,2024-01-22,2026-01-11
2650,2024-01-18,,N,0,2024-01-18,
2651,2024-01-08,,N,99,2024-01-08,
2652,2024-01-02,,N,99,2024-01-02,
2653,2024-01-01,2025-06-24,N,59,2024-01-01,2025-06-24
2654,2024-01-19,11/09/2025,N,99,2024-01-19,2025-11-09
2655,2024-01-18,,N,59,2024-01-18,
2656,2024-01-19,,Y,0,2024-01-19,
2657,2024-01-19,2025-05-13,Y,0,2024-01-19,2025-05-13
2658,2024-01-26,,Y,29,2024-01-26,
2659,2024-01-06,04/30/2025,Y,0,2024-01-06,2025-04-30
2660,2024-01-30,2025-04-24,Y,0,2024-01-30,2025-04-24
2661,2024-01-31,10/22/2025,Y,99,2024-01-31,2025-10-22
2662,2024-01-03,2025-04-27,N,0,2024-01-03,2025-04-27
2663,2024-01-23,2025-06-16,N,0,2024-01-23,2025-06-16
2664,2024-01-21,2025-12-11,N,0,2024-01-21,2025-12-11
2665,2024-01-07,,N,0,2024-01-07,
2666,2024-01-17,,Y,0,2024-01-17,
2667,2024-01-27,2025-01-21,Y,59,2024-01-27,2025-01-21
2668,2024-01-29,,N,0,2024-01-29,
2669,2024-01-17,,Y,0,2024-01-17,
2670,2024-01-28,,N,0,2024-01-28,
2671,2024-01-11,,Y,0,2024-01-11,
2672,2024-01-28,10/24/2024,N,99,2024-01-28,2024-10-24
2673,2024-01-17,2025-05-11,Y,99,2024-01-17,2025-05-11
2674,2024-01-05,,N,59,2024-01-05,
2675,2024-01-09,2024-05-08,Y,49,2024-01-09,2024-05-08
2676,2024-01-09,12/29/2025,Y,0,2024-01-09,2025-12-29
2677,2024-01-24,,N,0,2024-01-24,
2679,2024-01-14,2025-11-04,Y,39,2024-01-14,2025-11-04
2680,2024-01-25,2024-09-21,Y,149,2024-01-25,2024-09-21
2681,2024-01-20,,N,149,2024-01-20,
2682,,2025-11-21,Y,39,,2025-11-21
2683,2024-01-20,2025-04-14,Y,49,2024-01-20,2025-04-14
2684,2024-01-11,2025-10-02,Y,149,2024-01-11,2025-10-02
2685,,2024-09-27,Y,0,,2024-09-27
2686,2024-01-21,2024-11-16,Y,59,2024-01-21,2024-11-16
2687,2024-01-09,08/06/2024,Y,79,2024-01-09,2024-08-06
2688,2024-01-18,02/11/2025,N,0,2024-01-18,2025-02-11
2689,2024-01-03,,Y,149,2024-01-03,
2690,2024-01-04,2025-04-28,Y,0,2024-01-04,2025-04-28
2691,2024-01-11,,N,59,2024-01-11,
2692,2024-01-10,02/03/2025,N,149,2024-01-10,2025-02-03
2693,2024-01-09,2024-07-07,Y,149,2024-01-09,2024-07-07
2694,2024-01-10,2025-01-04,N,29,2024-01-10,2025-01-04
2695,2024-01-25,2024-10-21,N,39,2024-01-25,2024-10-21
2696,2024-01-13,2025-03-08,N,49,2024-01-13,2025-03-08
2697,2024-01-20,,N,39,2024-01-20,
2698,2024-01-13,01/02/2026,N,29,2024-01-13,2026-01-02
2699,2024-01-19,,Y,0,2024-01-19,
2700,2024-01-01,03/26/2025,Y,0,2024-01-01,2025-03-26
2701,2024-01-07,10/28/2025,N,0,2024-01-07,2025-10-28
2702,,2024-04-30,Y,29,,2024-04-30
2703,2024-01-24,,N,59,2024-01-24,
2704,2024-01-03,,Y,0,2024-01-03,
2705,2024-01-15,07/08/2025,N,0,2024-01-15,2025-07-08
2706,2024-01-20,2024-09-16,Y,39,2024-01-20,2024-09-16
2707,2024-01-15,2024-08-12,Y,59,2024-01-15,2024-08-12
2708,2024-01-07,,Y,79,2024-01-07,
2709,2024-01-12,,N,29,2024-01-12,
2710,2024-01-24,02/17/2025,N,0,2024-01-24,2025-02-17
2711,,2025-07-24,N,0,,2025-07-24
2712,,,Y,49,,
2713,2024-01-10,,N,0,2024-01-10,
2714,2024-01-17,2025-04-11,Y,0,2024-01-17,2025-04-11
2715,2024-01-05,2024-08-02,N,39,2024-01-05,2024-08-02
2716,2024-01-27,04/26/2024,Y,29,2024-01-27,2024-04-26
2717,2024-01-05,2024-04-04,Y,29,2024-01-05,2024-04-04
2718,2024-01-07,,N,0,2024-01-07,
2719,2024-01-29,,N,0,2024-01-29,
2720,2024-01-17,,Y,0,2024-01-17,
2721,2024-01-07,,N,0,2024-01-07,
2722,2024-01-28,2026-01-17,N,0,2024-01-28,2026-01-17
2723,2024-01-28,07/21/2025,Y,99,2024-01-28,2025-07-21
2724,2024-01-26,10/17/2025,Y,59,2024-01-26,2025-10-17
2725,2024-01-03,,N,79,2024-01-03,
2726,2024-01-15,,N,0,2024-01-15,
2727,2024-01-08,2025-04-02,Y,0,2024-01-08,2025-04-02
2728,2024-01-06,,N,59,2024-01-06,
2729,2024-01-30,08/22/2025,Y,0,2024-01-30,2025-08-22
2730,2024-01-16,,Y,99,2024-01-16,
2731,2024-01-04,2025-04-28,N,0,2024-01-04,2025-04-28
2732,,11/21/2025,N,0,,2025-11-21
2733,2024-01-02,2024-08-29,Y,0,2024-01-02,2024-08-29
2734,2024-01-18,2025-11-08,N,49,2024-01-18,2025-11-08
2735,2024-01-28,,N,0,2024-01-28,
2736,2024-01-31,2025-10-22,N,0,2024-01-31,2025-10-22
2737,2024-01-13,2024-12-08,Y,59,2024-01-13,2024-12-08
2738,,03/26/2025,Y,149,,2025-03-26
2739,2024-01-25,08/17/2025,Y,99,2024-01-25,2025-08-17
2740,2024-01-28,11/18/2025,Y,29,2024-01-28,2025-11-18
2741,2024-01-02,,N,49,2024-01-02,
2742,2024-01-03,2025-04-27,Y,0,2024-01-03,2025-04-27
2743,2024-01-03,08/25/2025,N,0,2024-01-03,2025-08-25
2744,,,N,0,,
2745,2024-01-15,,N,0,2024-01-15,
2746,2024-01-03,,Y,39,2024-01-03,
2747,2024-01-12,2024-06-10,Y,0,2024-01-12,2024-06-10
2748,2024-01-15,,Y,29,2024-01-15,
2749,2024-01-02,05/01/2024,N,0,2024-01-02,2024-05-01
2750,2024-01-11,07/04/2025,N,79,2024-01-11,2025-07-04
2751,,2024-06-29,Y,29,,2024-06-29
2752,2024-01-07,,Y,59,2024-01-07,
2753,2024-01-12,,Y,49,2024-01-12,
2754,2024-01-10,,N,0,2024-01-10,
2755,,11/21/2025,Y,149,,2025-11-21
2756,,,N,0,,
2757,2024-01-06,08/03/2024,Y,0,2024-01-06,2024-08-03
2758,,10/27/2024,N,79,,2024-10-27
2759,2024-01-27,,Y,0,2024-01-27,
2760,2024-01-15,07/13/2024,Y,0,2024-01-15,2024-07-13
2761,2024-01-26,04/20/2025,Y,49,2024-01-26,2025-04-20
2762,2024-01-16,2024-07-14,N,149,2024-01-16,2024-07-14
2763,2024-01-14,11/04/2025,N,49,2024-01-14,2025-11-04
2764,2024-01-18,2025-09-09,N,99,2024-01-18,2025-09-09
2765,2024-01-23,09/19/2024,N,0,2024-01-23,2024-09-19
2766,2024-01-05,,Y,29,2024-01-05,
2767,2024-01-02,2025-03-27,Y,0,2024-01-02,2025-03-27
2768,2024-01-06,12/31/2024,N,0,2024-01-06,2024-12-31
2769,2024-01-05,2025-09-26,N,0,2024-01-05,2025-09-26
2770,2024-01-14,2025-11-04,N,59,2024-01-14,2025-11-04
2771,2024-01-11,,Y,0,2024-01-11,
2772,2024-01-24,,N,59,2024-01-24,
2773,2024-01-14,01/08/2025,Y,99,2024-01-14,2025-01-08
2774,2024-01-12,2026-01-01,Y,0,2024-01-12,2026-01-01
2775,2024-01-07,,Y,0,2024-01-07,
2776,2024-01-02,02/25/2025,N,29,2024-01-02,2025-02-25
2777,2024-01-24,2025-08-16,Y,0,2024-01-24,2025-08-16
2778,2024-01-02,,Y,0,2024-01-02,
2779,,2025-11-21,N,0,,2025-11-21
2780,2024-01-16,10/07/2025,N,0,2024-01-16,2025-10-07
2781,2024-01-03,,N,59,2024-01-03,
2782,2024-01-13,11/08/2024,Y,0,2024-01-13,2024-11-08
2783,2024-01-12,,N,0,2024-01-12,
2784,2024-01-07,,Y,0,2024-01-07,
2785,2024-01-27,2025-09-18,N,0,2024-01-27,2025-09-18
2786,2024-01-05,,Y,79,2024-01-05,
2787,2024-01-04,10/30/2024,Y,149,2024-01-04,2024-10-30
2788,2024-01-09,,N,0,2024-01-09,
2789,2024-01-28,2026-01-17,N,59,2024-01-28,2026-01-17
2790,2024-01-22,,N,0,2024-01-22,
2791,2024-01-01,,Y,29,2024-01-01,
2792,2024-01-28,03/23/2025,N,0,2024-01-28,2025-03-23
2793,2024-01-08,2025-09-29,Y,0,2024-01-08,2025-09-29
2794,2024-01-14,2024-11-09,N,0,2024-01-14,2024-11-09
2795,2024-01-30,,Y,0,2024-01-30,
2796,2024-01-14,2025-10-05,N,0,2024-01-14,2025-10-05
2797,2024-01-23,,Y,0,2024-01-23,
2798,2024-01-20,05/14/2025,N,149,2024-01-20,2025-05-14
2799,2024-01-28,2024-04-27,Y,0,2024-01-28,2024-04-27
2800,2024-01-25,08/17/2025,N,0,2024-01-25,2025-08-17
2801,2024-01-23,,Y,0,2024-01-23,
2802,,06/24/2025,N,39,,2025-06-24
2803,2024-01-16,2024-04-15,N,99,2024-01-16,2024-04-15
2804,2024-01-05,,N,59,2024-01-05,
2805,2024-01-30,,N,79,2024-01-30,
2806,2024-01-29,,N,99,2024-01-29,
2807,2024-01-22,2025-01-16,N,79,2024-01-22,2025-01-16
2808,2024-01-13,2025-08-05,Y,0,2024-01-13,2025-08-05
2809,2024-01-14,12/09/2024,N,0,2024-01-14,2024-12-09
2810,2024-01-07,,Y,0,2024-01-07,
2811,2024-01-03,08/30/2024,N,59,2024-01-03,2024-08-30
2812,2024-01-06,2024-09-02,Y,0,2024-01-06,2024-09-02
2813,2024-01-03,04/02/2024,N,29,2024-01-03,2024-04-02
2814,2024-01-09,2025-01-03,N,149,2024-01-09,2025-01-03
2815,2024-01-25,09/21/2024,Y,0,2024-01-25,2024-09-21
2816,2024-01-13,09/04/2025,N,49,2024-01-13,2025-09-04
2817,2024-01-28,,N,0,2024-01-28,
2818,2024-01-13,,N,39,2024-01-13,
2819,2024-01-14,,Y,0,2024-01-14,
2820,2024-01-06,,Y,0,2024-01-06,
2821,2024-01-30,,Y,29,2024-01-30,
2822,2024-01-10,12/30/2025,Y,0,2024-01-10,2025-12-30
2823,2024-01-30,01/19/2026,Y,79,2024-01-30,2026-01-19
2824,2024-01-03,2025-03-28,N,149,2024-01-03,2025-03-28
2825,2024-01-12,,Y,0,2024-01-12,
2826,2024-01-07,2025-05-01,N,0,2024-01-07,2025-05-01
2827,2024-01-09,12/04/2024,Y,39,2024-01-09,2024-12-04
2828,2024-01-14,2024-10-10,N,0,2024-01-14,2024-10-10
2829,,07/29/2024,N,0,,2024-07-29
2830,2024-01-02,2024-09-28,N,0,2024-01-02,2024-09-28
2831,2024-01-05,2024-09-01,Y,49,2024-01-05,2024-09-01
2832,2024-01-11,2025-11-01,Y,39,2024-01-11,2025-11-01
2833,2024-01-03,,Y,0,2024-01-03,
2834,2024-01-15,2025-01-09,Y,79,2024-01-15,2025-01-09
2835,2024-01-01,,Y,0,2024-01-01,
2836,2024-01-12,2025-05-06,Y,0,2024-01-12,2025-05-06
2837,2024-01-02,12/22/2025,N,0,2024-01-02,2025-12-22
2838,2024-01-10,,Y,49,2024-01-10,
2839,2024-01-06,,N,79,2024-01-06,
2840,2024-01-04,10/25/2025,Y,29,2024-01-04,2025-10-25
2841,2024-01-26,,N,0,2024-01-26,
2842,2024-01-06,2024-10-02,N,0,2024-01-06,2024-10-02
2843,2024-01-05,2025-06-28,Y,59,2024-01-05,2025-06-28
2844,2024-01-28,,N,59,2024-01-28,
2845,2024-01-22,10/13/2025,N,149,2024-01-22,2025-10-13
2846,2024-01-07,,N,0,2024-01-07,
2847,2024-01-06,2025-06-29,N,0,2024-01-06,2025-06-29
2848,2024-01-07,12/02/2024,N,0,2024-01-07,2024-12-02
2849,2024-01-26,,N,0,2024-01-26,
2850,2024-01-28,2024-05-27,Y,0,2024-01-28,2024-05-27
2851,2024-01-13,09/04/2025,N,0,2024-01-13,2025-09-04
2852,2024-01-06,,Y,29,2024-01-06,
2853,2024-01-30,2025-07-23,N,0,2024-01-30,2025-07-23
2854,2024-01-24,01/18/2025,N,0,2024-01-24,2025-01-18
2855,2024-01-27,2026-01-16,Y,99,2024-01-27,2026-01-16
2856,2024-01-14,09/05/2025,Y,49,2024-01-14,2025-09-05
2857,2024-01-31,08/23/2025,N,0,2024-01-31,2025-08-23
2858,2024-01-28,,N,29,2024-01-28,
2859,2024-01-30,,Y,149,2024-01-30,
2860,2024-01-14,,N,29,2024-01-14,
2861,2024-01-28,,Y,0,2024-01-28,
2862,2024-01-12,2025-09-03,N,0,2024-01-12,2025-09-03
2863,2024-01-08,,N,29,2024-01-08,
2864,2024-01-14,09/05/2025,Y,0,2024-01-14,2025-09-05
2865,2024-01-16,,N,0,2024-01-16,
2866,2024-01-13,2024-12-08,Y,59,2024-01-13,2024-12-08
2867,2024-01-22,2025-08-14,N,59,2024-01-22,2025-08-14
2868,2024-01-02,07/30/2024,Y,39,2024-01-02,2024-07-30
2869,2024-01-21,,N,49,2024-01-21,
2870,2024-01-31,10/27/2024,Y,149,2024-01-31,2024-10-27
2871,2024-01-29,,N,0,2024-01-29,
2872,2024-01-09,2025-02-02,N,0,2024-01-09,2025-02-02
2873,2024-01-27,,N,0,2024-01-27,
2874,2024-01-20,2024-07-18,Y,99,2024-01-20,2024-07-18
2875,2024-01-14,2025-01-08,Y,49,2024-01-14,2025-01-08
2876,2024-01-11,,Y,0,2024-01-11,
2877,2024-01-06,03/01/2025,Y,29,2024-01-06,2025-03-01
2878,2024-01-30,2025-07-23,Y,0,2024-01-30,2025-07-23
2879,2024-01-01,05/30/2024,Y,0,2024-01-01,2024-05-30
2880,2024-01-22,01/11/2026,Y,0,2024-01-22,2026-01-11
2881,2024-01-24,2025-01-18,Y,39,2024-01-24,2025-01-18
2882,2024-01-04,2025-03-29,Y,0,2024-01-04,2025-03-29
2883,2024-01-12,,Y,59,2024-01-12,
2884,2024-01-05,05/29/2025,N,149,2024-01-05,2025-05-29
2885,2024-01-06,2024-10-02,Y,59,2024-01-06,2024-10-02
2886,2024-01-23,12/18/2024,N,149,2024-01-23,2024-12-18
2887,2024-01-25,,N,0,2024-01-25,
2888,2024-01-01,,N,79,2024-01-01,
2889,2024-01-14,,Y,29,2024-01-14,
2890,2024-01-17,,Y,149,2024-01-17,
2891,2024-01-09,2025-06-02,Y,0,2024-01-09,2025-06-02
2892,2024-01-01,2024-08-28,Y,79,2024-01-01,2024-08-28
2893,2024-01-30,,N,149,2024-01-30,
2894,2024-01-13,2025-04-07,N,149,2024-01-13,2025-04-07
2895,2024-01-14,07/07/2025,Y,59,2024-01-14,2025-07-07
2896,2024-01-19,,Y,0,2024-01-19,
2897,2024-01-24,2025-04-18,N,59,2024-01-24,2025-04-18
